table_name	column_name	system_type_id	user_type_id	max_length	precision	scale	is_nullable	is_ansi_padded
BOMItem	RfInvPackTraceabilityID	52	52	2	5	0	0	0
BOMItem	Sequence	167	167	10	0	0	1	1
BOMItem	Instructions	231	231	-1	0	0	1	1
BOMItem	RfBOMItemTypeID	48	48	1	3	0	0	0
BOMItem	IsDefault	48	48	1	3	0	0	0
BOMItem	IsAllowExceedBOMQty	48	48	1	3	0	0	0
BOMItem	Reference1	231	231	508	0	0	1	1
BOMItem	Reference2	231	231	508	0	0	1	1
BOMItem	Reference3	231	231	508	0	0	1	1
BOMItem	Reference4	231	231	508	0	0	1	1
BOMItem	Reference5	231	231	508	0	0	1	1
BOMVariant	BOMVariantID	56	56	4	10	0	0	0
BOMVariant	BOMVariant	231	231	508	0	0	0	1
BOMVariant	PartID	56	56	4	10	0	0	0
BOMVariant	IsDefault	48	48	1	3	0	0	0
BOMVariant	BOMVariantIndex	56	56	4	10	0	0	0
BOMVariant	IsRetired	48	48	1	3	0	0	0
BOMVariant	LoginID	52	52	2	5	0	0	0
BOMVariant	DT	61	61	8	23	3	0	0
BuildRecord	BuildRecordID	56	56	4	10	0	0	0
BuildRecord	InvPackCreatedID	56	56	4	10	0	0	0
BuildRecord	InvPackConsumedID	56	56	4	10	0	1	0
BuildRecord	QuantityUsed	62	62	8	53	0	1	0
BuildRecord	UnitID	52	52	2	5	0	1	0
BuildRecord	BuildDT	61	61	8	23	3	0	0
BuildRecord	IsEdited	48	48	1	3	0	0	0
BuildRecord	RevisionNo	52	52	2	5	0	0	0
BuildRecord	BuildMachineStageID	52	52	2	5	0	1	0
BuildRecord_	BuildRecordID	56	56	4	10	0	0	0
BuildRecord_	Comments	231	231	508	0	0	1	1
BuildRecord_	LoginID	52	52	2	5	0	0	0
BuildRecord_	OpenedDT	61	61	8	23	3	0	0
BuildRecord_	SavedDT	61	61	8	23	3	0	0
BuildRecord_	EditedBuildRecordID	56	56	4	10	0	1	0
BuildRecord_	OriginalLoginID	52	52	2	5	0	0	0
BuildRecord_	Reference1	231	231	508	0	0	1	1
BuildRecord_	Reference2	231	231	508	0	0	1	1
BuildRecord_	Reference3	231	231	508	0	0	1	1
BuildRecord_	Reference4	231	231	508	0	0	1	1
BuildRecord_	Reference5	231	231	508	0	0	1	1
CauseAction	CauseActionID	56	56	4	10	0	0	0
CauseAction	MeasurementSetID	56	56	4	10	0	1	0
CauseAction	IsAttributes	48	48	1	3	0	0	0
CauseAction	IndividualDefectID	56	56	4	10	0	1	0
CauseAction	AttributeTypeID	52	52	2	5	0	1	0
CauseAction	Cause	231	231	508	0	0	1	1
CauseAction	Action	231	231	508	0	0	1	1
CauseAction	DT	61	61	8	23	3	1	0
CauseAction	VarChartOCID	56	56	4	10	0	1	0
CauseAction	RfIsOSID	48	48	1	3	0	1	0
CauseAction	VarMeasurementID	56	56	4	10	0	1	0
CauseAction	VariableTypeID	56	56	4	10	0	1	0
CauseAction	IsEdited	48	48	1	3	0	0	0
CauseAction	RevisionNo	52	52	2	5	0	0	0
CauseAction	ProductID	56	56	4	10	0	1	0
CauseAction	AcquisitionID	52	52	2	5	0	1	0
CauseAction	MachineStageID	52	52	2	5	0	1	0
CauseAction	RfAttributeClassID	48	48	1	3	0	1	0
CauseAction	HeadNo	52	52	2	5	0	1	0
CauseAction	SampleNo	52	52	2	5	0	1	0
CauseAction	PositionNo	52	52	2	5	0	1	0
CauseAction	RfAcquisitionClassID	48	48	1	3	0	1	0
CauseAction	SPCChartComponentID	56	56	4	10	0	1	0
CauseAction	SPCRuleID	52	52	2	5	0	1	0
CauseAction	RfCauseActionStateID	48	48	1	3	0	0	0
CauseAction	TAGMSVALUE1	231	231	508	0	0	1	1
CauseAction	TAGMSTYPE1ID	52	52	2	5	0	1	0
CauseAction	CreateDT	61	61	8	23	3	1	0
CauseAction	AcknowledgeDT	61	61	8	23	3	0	0
CauseAction	CloseDT	61	61	8	23	3	0	0
CauseAction_	CauseActionID	56	56	4	10	0	0	0
CauseAction_	Comments	231	231	4000	0	0	1	1
CauseAction_	LoginID	52	52	2	5	0	0	0
CauseAction_	OpenedDT	61	61	8	23	3	0	0
CauseAction_	SavedDT	61	61	8	23	3	0	0
CauseAction_	OriginalLoginID	52	52	2	5	0	0	0
CauseAction_	EditedCauseActionID	56	56	4	10	0	1	0
Comments	CommentsID	56	56	4	10	0	0	0
Comments	LoginID	52	52	2	5	0	0	0
Comments	DT	61	61	8	23	3	0	0
Comments	Subject	231	231	100	0	0	0	1
Comments	Comments	231	231	4000	0	0	0	1
CommonFault	CommonFaultID	52	52	2	5	0	0	0
CommonFault	CommonFault	231	231	508	0	0	0	1
CommonFault	Description	231	231	508	0	0	1	1
CommonFault	LineTypeID	52	52	2	5	0	1	0
CommonFault	MachineStageTypeID	52	52	2	5	0	1	0
CommonFault	ToolTypeID	52	52	2	5	0	1	0
CommonFault	GaugeTypeID	52	52	2	5	0	1	0
CommonFault	PartTypeID	52	52	2	5	0	1	0
CommonFault	RfAssetTypeID	48	48	1	3	0	1	0
Concern	ConcernID	56	56	4	10	0	0	0
Concern	ConcernStatusID	48	48	1	3	0	1	0
Concern	ConcernTypeID	52	52	2	5	0	1	0
Concern	RaisedDT	61	61	8	23	3	1	0
Concern	ClosedDT	61	61	8	23	3	0	0
Concern	SeverityID	48	48	1	3	0	0	0
Concern	DueDate	61	61	8	23	3	0	0
Concern	ConcernOwnerID	52	52	2	5	0	0	0
Concern	DepartmentOwnerID	52	52	2	5	0	0	0
Concern	CustomerID	52	52	2	5	0	0	0
Concern	CustomerContact	231	231	508	0	0	1	1
Concern	CustomerReference	231	231	508	0	0	1	1
Concern	AffectOnCustomer	231	231	508	0	0	1	1
Concern	PartTypeID	52	52	2	5	0	1	0
Concern	PartID	56	56	4	10	0	1	0
Concern	WOID	56	56	4	10	0	1	0
Concern	LineID	52	52	2	5	0	1	0
Concern	ProductionFromDT	61	61	8	23	3	1	0
Concern	ShiftID	56	56	4	10	0	1	0
Concern	QuantityAffected	127	127	8	19	0	1	0
Concern	QuantityUsed	127	127	8	19	0	1	0
Concern	InvIsolatedReasonID	56	56	4	10	0	1	0
Concern	Cost	62	62	8	53	0	1	0
Concern	LoginID	52	52	2	5	0	0	0
Concern	ModifiedDT	61	61	8	23	3	1	0
Concern	Concern	231	231	4000	0	0	0	1
Concern	SubmitterLoginID	52	52	2	5	0	0	0
Concern	CustomerProduct	231	231	508	0	0	1	1
Concern	RfCurrencyID	48	48	1	3	0	0	0
Concern	MachineStageID	52	52	2	5	0	1	0
Concern	Reference1	231	231	508	0	0	1	1
Concern	Reference2	231	231	508	0	0	1	1
Concern	Reference3	231	231	508	0	0	1	1
Concern	RfConcernApplicationTypeID	48	48	1	3	0	0	0
Concern	HeadNo	52	52	2	5	0	1	0
Concern	ProductionToDT	61	61	8	23	3	1	0
Concern	QuantityFound	127	127	8	19	0	1	0
Concern	QuantityReturned	127	127	8	19	0	1	0
Concern	QuantityScrapped	127	127	8	19	0	1	0
Concern	QuantitySorted	127	127	8	19	0	1	0
Concern	SupplierID	52	52	2	5	0	1	0
Concern	ToolID	56	56	4	10	0	1	0
Concern	VariableTypeID	56	56	4	10	0	1	0
Concern	AttributeTypeID	52	52	2	5	0	1	0
Concern	ClosedByLoginID	52	52	2	5	0	1	0
ConcernStatus	ConcernStatusID	48	48	1	3	0	0	0
ConcernStatus	ConcernStatus	231	231	508	0	0	0	1
ConcernStatus	ConditionalFormat	231	231	508	0	0	1	1
ConcernStatus	IsClosedState	48	48	1	3	0	0	0
ConcernType	ConcernTypeID	52	52	2	5	0	0	0
ConcernType	ConcernType	231	231	508	0	0	0	1
ConcernType	Description	231	231	508	0	0	1	1
ConcernType	ConcernTypeCode	231	231	508	0	0	1	1
ConcernType	Format	231	231	508	0	0	1	1
CostCentre	CostCentreID	52	52	2	5	0	0	0
CostCentre	CostCentre	231	231	100	0	0	0	1
CostCentre	Description	231	231	500	0	0	1	1
CRN_AcquisitionVariableType	AcquisitionVariableTypeID	56	56	4	10	0	0	0
CRN_AcquisitionVariableType	JobCommentLength	56	56	4	10	0	1	0
CRN_AcquisitionVariableType	RfTorqueDirectionID	52	52	2	5	0	0	0
CRN_AcquisitionVariableType	RfCycleEndTimeID	48	48	1	3	0	0	0
CRN_AcquisitionVariableType	ThresholdTorque	62	62	8	53	0	1	0
CRN_AcquisitionVariableType	RfMeasurementTypeID	52	52	2	5	0	0	0
CRN_AcquisitionVariableType	RfFrequencyResponseID	48	48	1	3	0	0	0
CRN_AcquisitionVariableType	UnitID	52	52	2	5	0	0	0
CRN_AcquisitionVariableType	AuditAngle	52	52	2	5	0	1	0
CRN_AcquisitionVariableType	CrnAdapterID	52	52	2	5	0	1	0
CrnAdapter	CrnAdapterID	52	52	2	5	0	0	0
CrnAdapter	Length	48	48	1	3	0	0	0
CrnAdapter	ModifiedDT	61	61	8	23	3	0	0
Customer	CustomerID	52	52	2	5	0	0	0
Customer	Customer	231	231	508	0	0	0	1
Customer	CustomerCode	231	231	508	0	0	1	1
Customer	AddressID	52	52	2	5	0	0	0
Customer	RfLanguageID	52	52	2	5	0	0	0
DefectCount	DefectCountID	56	56	4	10	0	0	0
DefectCount	MeasurementSetID	56	56	4	10	0	0	0
DefectCount	HeadNo	52	52	2	5	0	0	0
DefectCount	DefectCount	56	56	4	10	0	0	0
DefectCount	Ignored	48	48	1	3	0	0	0
DefectCount	AttributeTypeID	52	52	2	5	0	1	0
DefectCount	ProductID	56	56	4	10	0	0	0
DefectCountP	DefectCountPID	56	56	4	10	0	0	0
DefectCountP	MeasurementSetPID	56	56	4	10	0	0	0
DefectCountP	HeadNo	52	52	2	5	0	0	0
DefectCountP	DefectCount	56	56	4	10	0	0	0
DefectCountP	Ignored	48	48	1	3	0	0	0
DefectCountP	AttributeTypeID	52	52	2	5	0	1	0
DefectCountP	ProductID	56	56	4	10	0	0	0
Department	DepartmentID	52	52	2	5	0	0	0
Department	Name	231	231	508	0	0	0	1
Department	DepartmentGroup	231	231	508	0	0	1	1
Department	Classification1	231	231	100	0	0	1	1
Department	PlantID	52	52	2	5	0	0	0
Department	DepartmentCode	231	231	100	0	0	1	1
Department	Description	231	231	508	0	0	1	1
Document	DocumentID	56	56	4	10	0	0	0
Document	FileName	231	231	2048	0	0	0	1
Document	Description	231	231	2048	0	0	1	1
Document	MimeType	231	231	100	0	0	0	1
Document	Attachment	165	165	-1	0	0	1	1
Document	UploadDT	61	61	8	23	3	0	0
Document	LoginID	56	56	4	10	0	0	0
Document	DocumentTypeID	52	52	2	5	0	0	0
DocumentType	DocumentTypeID	52	52	2	5	0	0	0
DocumentType	DocumentType	231	231	508	0	0	0	1
dtproperties	id	56	56	4	10	0	0	0
dtproperties	objectid	56	56	4	10	0	1	0
dtproperties	property	167	167	64	0	0	0	1
dtproperties	value	167	167	255	0	0	1	1
dtproperties	uvalue	231	231	510	0	0	1	1
dtproperties	lvalue	34	34	16	0	0	1	0
dtproperties	version	56	56	4	10	0	0	0
EBATrigger	EBATriggerID	56	56	4	10	0	0	0
EBATrigger	RfTriggerTypeID	52	52	2	5	0	0	0
EBATrigger	ContextDictionary	231	231	2048	0	0	1	1
EBATrigger	TriggerOwnerID	56	56	4	10	0	0	0
EBATrigger	CreateDT	61	61	8	23	3	0	0
EBATrigger	ProcessedDT	61	61	8	23	3	0	0
EBATrigger	RfWatchProcessStateID	52	52	2	5	0	0	0
EBATrigger	Message	231	231	7000	0	0	1	1
EBATrigger	TotalTime	62	62	8	53	0	1	0
EBATrigger	OracleInsertTime	62	62	8	53	0	1	0
EBATrigger	OracleConnectionTime	62	62	8	53	0	1	0
EBATrigger	OracleInsertStatement	231	231	-1	0	0	1	1
ELData_Acq	MeasurementSetID	56	56	4	10	0	0	0
ELData_Acq	SerialNo	231	231	508	0	0	0	1
ELData_Acq	BINNo	231	231	508	0	0	0	1
ELData_Acq	Komax1	231	231	508	0	0	1	1
ELData_Acq	CktFormBuildMachine	231	231	508	0	0	1	1
ELData_Acq	ElBuildMachine	231	231	508	0	0	1	1
ELData_Acq	Comments	231	231	4000	0	0	1	1
ELData_Acq	DT	42	42	7	23	3	0	0
ELData_Acq	NumCells	56	56	4	10	0	1	0
ELData_Acq	CellHole	56	56	4	10	0	1	0
ELData_Acq	LiftedTab	56	56	4	10	0	1	0
ELData_Acq	MultipleCrack	56	56	4	10	0	1	0
ELData_Acq	DiagonalCrack	56	56	4	10	0	1	0
ELData_Acq	ReversePolarity	56	56	4	10	0	1	0
ELData_Acq	ShatteredCell	56	56	4	10	0	1	0
ELData_Acq	ShortedPasteBusbar	56	56	4	10	0	1	0
ELData_Acq	ShortedPasteMiddle	56	56	4	10	0	1	0
ELData_Acq	ShortedPasteUnknown	56	56	4	10	0	1	0
ELData_Acq	VerticalCrack	56	56	4	10	0	1	0
ELData_Acq	VisibleCrackFab	56	56	4	10	0	1	0
ELData_Acq	VisibleCrackMod	56	56	4	10	0	1	0
ELData_Acq	Weird	56	56	4	10	0	1	0
ELData_Acq	CellReplacementFab	56	56	4	10	0	1	0
ELData_Acq	CellReplacementMod	56	56	4	10	0	1	0
ELData_Acq	TouchUpthenGood	56	56	4	10	0	1	0
ELData_Acq	WipethenGood	56	56	4	10	0	1	0
ELData_Acq	Rework	56	56	4	10	0	1	0
ELData_Acq_Buffer	MeasurementSetID	56	56	4	10	0	0	0
ELData_Acq_Buffer	SerialNo	231	231	508	0	0	0	1
ELData_Acq_Buffer	BINNo	231	231	508	0	0	0	1
ELData_Acq_Buffer	Komax1	231	231	508	0	0	1	1
ELData_Acq_Buffer	CktFormBuildMachine	231	231	508	0	0	1	1
ELData_Acq_Buffer	ElBuildMachine	231	231	508	0	0	1	1
ELData_Acq_Buffer	Comments	231	231	4000	0	0	1	1
ELData_Acq_Buffer	DT	42	42	7	23	3	0	0
ELData_Acq_Buffer	NumCells	56	56	4	10	0	1	0
ELData_Acq_Buffer	CellHole	56	56	4	10	0	1	0
ELData_Acq_Buffer	LiftedTab	56	56	4	10	0	1	0
ELData_Acq_Buffer	MultipleCrack	56	56	4	10	0	1	0
ELData_Acq_Buffer	DiagonalCrack	56	56	4	10	0	1	0
ELData_Acq_Buffer	ReversePolarity	56	56	4	10	0	1	0
ELData_Acq_Buffer	ShatteredCell	56	56	4	10	0	1	0
ELData_Acq_Buffer	ShortedPasteBusbar	56	56	4	10	0	1	0
ELData_Acq_Buffer	ShortedPasteMiddle	56	56	4	10	0	1	0
ELData_Acq_Buffer	ShortedPasteUnknown	56	56	4	10	0	1	0
ELData_Acq_Buffer	VerticalCrack	56	56	4	10	0	1	0
ELData_Acq_Buffer	VisibleCrackFab	56	56	4	10	0	1	0
ELData_Acq_Buffer	VisibleCrackMod	56	56	4	10	0	1	0
ELData_Acq_Buffer	Weird	56	56	4	10	0	1	0
ELData_Acq_Buffer	CellReplacementFab	56	56	4	10	0	1	0
ELData_Acq_Buffer	CellReplacementMod	56	56	4	10	0	1	0
ELData_Acq_Buffer	TouchUpthenGood	56	56	4	10	0	1	0
ELData_Acq_Buffer	WipethenGood	56	56	4	10	0	1	0
ELData_Acq_Buffer	Rework	56	56	4	10	0	1	0
ELData_CellInfo	ConsumesCells	231	231	508	0	0	0	1
ELData_CellInfo	ModuleID	231	231	508	0	0	0	1
ELData_CellInfo	BINNo	231	231	508	0	0	0	1
ELData_CellInfo	Variant1	231	231	200	0	0	1	1
ELData_CellInfo	CktFormBuildDT	42	42	7	23	3	0	0
ELData_CellInfo_Buffer	ConsumesCells	231	231	508	0	0	0	1
ELData_CellInfo_Buffer	ModuleID	231	231	508	0	0	0	1
ELData_CellInfo_Buffer	BINNo	231	231	508	0	0	0	1
ELData_CellInfo_Buffer	Variant1	231	231	200	0	0	1	1
ELData_CellInfo_Buffer	CktFormBuildDT	42	42	7	23	3	0	0
Fault	FaultID	56	56	4	10	0	0	0
Fault	Fault	231	231	508	0	0	0	1
Fault	FaultComments	231	231	508	0	0	1	1
Fault	AssetID	56	56	4	10	0	0	0
Fault	MaintenanceWorkID	56	56	4	10	0	0	0
Fault	ReportedByLoginID	52	52	2	5	0	0	0
Fault	FaultReportedDT	61	61	8	23	3	0	0
Fault	CommonFaultID	52	52	2	5	0	0	0
Fault	FaultStateID	56	56	4	10	0	1	0
Fault	TimeToRespond	62	62	8	53	0	1	0
Fault	TimeToRepair	62	62	8	53	0	1	0
Fault	TimeResponseToRepair	62	62	8	53	0	1	0
Fault	RevisionNo	52	52	2	5	0	0	0
Fault	IsEdited	48	48	1	3	0	0	0
Fault	LoginID	52	52	2	5	0	0	0
Fault	ModifiedDT	61	61	8	23	3	0	0
Fault	Cause	231	231	1000	0	0	1	1
Fault	MachineStopID	56	56	4	10	0	1	0
Fault	Symptoms	231	231	1000	0	0	1	1
FaultState	FaultStateID	56	56	4	10	0	0	0
FaultState	FaultID	56	56	4	10	0	0	0
FaultState	FromDT	61	61	8	23	3	0	0
FaultState	ToDT	61	61	8	23	3	0	0
FaultState	FaultStatusID	52	52	2	5	0	0	0
FaultState	Comments	231	231	508	0	0	1	1
FaultState	LoginID	52	52	2	5	0	0	0
FaultState	OpenedDT	61	61	8	23	3	0	0
FaultState	SavedDT	61	61	8	23	3	0	0
FaultState	IsEdited	48	48	1	3	0	0	0
FaultState	RevisionNo	48	48	1	3	0	0	0
FaultState	OriginalLoginID	52	52	2	5	0	1	0
FaultState	EditedFaultStateID	56	56	4	10	0	1	0
FaultStatus	FaultStatusID	52	52	2	5	0	0	0
FaultStatus	FaultStatus	231	231	508	0	0	0	1
FaultStatus	Description	231	231	508	0	0	1	1
FaultStatus	RfFaultStatusID	52	52	2	5	0	0	0
Gauge	GaugeID	56	56	4	10	0	0	0
Gauge	Gauge	231	231	508	0	0	0	1
Gauge	GaugeTypeID	52	52	2	5	0	0	0
Gauge	DataDeviceID	52	52	2	5	0	1	0
Gauge	SerialNo	231	231	508	0	0	1	1
Gauge	SupplierID	52	52	2	5	0	1	0
Gauge	DatePurchased	61	61	8	23	3	1	0
GaugeType	GaugeTypeID	52	52	2	5	0	0	0
GaugeType	GaugeType	231	231	508	0	0	0	1
IndividualDefect	IndividualDefectID	56	56	4	10	0	0	0
IndividualDefect	PartInstanceID	56	56	4	10	0	0	0
IndividualDefect	Ignored	48	48	1	3	0	0	0
IndividualDefect	DefectCount	56	56	4	10	0	0	0
IndividualDefect	MeasurementSetID	56	56	4	10	0	0	0
IndividualDefect	AttributeTypeID	52	52	2	5	0	0	0
IndividualDefect	ProductID	56	56	4	10	0	0	0
InvChangeState	InvChangeStateID	56	56	4	10	0	0	0
InvChangeState	InventoryPackID	56	56	4	10	0	0	0
InvChangeState	FromDT	61	61	8	23	3	0	0
InvChangeState	ToDT	61	61	8	23	3	0	0
InvChangeState	InvIsolatedReasonID	52	52	2	5	0	1	0
InvChangeState	Comments	231	231	508	0	0	1	1
InvChangeState	LoginID	52	52	2	5	0	0	0
InvChangeState	OpenedDT	61	61	8	23	3	0	0
InvChangeState	SavedDT	61	61	8	23	3	0	0
InvChangeState	IsEdited	48	48	1	3	0	0	0
InvChangeState	RevisionNo	48	48	1	3	0	0	0
InvChangeState	OriginalLoginID	52	52	2	5	0	0	0
InvChangeState	EditedInvChangeStateID	56	56	4	10	0	1	0
InvChangeState	InvStateID	52	52	2	5	0	0	0
InventoryAtLocation	InventoryAtLocationID	56	56	4	10	0	0	0
InventoryAtLocation	LocationID	56	56	4	10	0	0	0
InventoryAtLocation	InventoryPackID	56	56	4	10	0	0	0
InventoryAtLocation	FromDT	61	61	8	23	3	0	0
InventoryAtLocation	ToDT	61	61	8	23	3	0	0
InventoryAtLocation	IsEdited	48	48	1	3	0	0	0
InventoryAtLocation	RevisionNo	48	48	1	3	0	0	0
InventoryAtLocation	EditedInvAtLocationID	56	56	4	10	0	1	0
InventoryAtLocation	MovedByLoginID	52	52	2	5	0	0	0
InventoryAtLocation	ModifiedDT	61	61	8	23	3	0	0
InventoryAtLocation	Reference1	231	231	508	0	0	1	1
InventoryAtLocation	Reference2	231	231	508	0	0	1	1
InventoryAtLocation	Reference3	231	231	508	0	0	1	1
InventoryLabel	InventoryLabelID	56	56	4	10	0	0	0
InventoryLabel	MachineStage	231	231	508	0	0	1	1
InventoryLabel	PartNumber	231	231	508	0	0	1	1
InventoryLabel	PartType	231	231	508	0	0	1	1
InventoryLabel	QuantityOrdered	62	62	8	53	0	1	0
InventoryLabel	WONumber	231	231	508	0	0	1	1
InventoryLabel	InventoryPackNo	231	231	508	0	0	1	1
InventoryLabel	CreatedFromDT	61	61	8	23	3	1	0
InventoryLabel	Quantity	62	62	8	53	0	1	0
InventoryLabel	Unit	231	231	40	0	0	1	1
InventoryLabel	Line	231	231	508	0	0	1	1
InventoryLabel	LabelTemplate	231	231	508	0	0	1	1
InventoryLabel	LabelsPerInventoryPack	52	52	2	5	0	1	0
InventoryLabel	ItemsPerLayer	62	62	8	53	0	1	0
InventoryLabel	LayersPerInventoryPack	56	56	4	10	0	1	0
InventoryLabel	PrinterURL	231	231	2048	0	0	0	1
InventoryLabel	PrintedDT	61	61	8	23	3	0	0
InventoryLabel	ItemsPerInventoryPack	62	62	8	53	0	1	0
InventoryLabel	ScannedDT	61	61	8	23	3	0	0
InventoryLabel	IsCancelled	48	48	1	3	0	0	0
InventoryLabel	OrderQuantityPacks	56	56	4	10	0	1	0
InventoryLabel	LineShortName	231	231	100	0	0	1	1
InventoryLabel	PackNo	56	56	4	10	0	1	0
InventoryLabel	IsReprint	48	48	1	3	0	0	0
InventoryLabel	PartDescription	231	231	508	0	0	1	1
InventoryLabel	LabelSaveDirectory	231	231	508	0	0	1	1
InventoryLabel	JobID	56	56	4	10	0	1	0
InventoryLabel	IsPrintLandscape	48	48	1	3	0	0	0
InventoryLabel	NoCopies	52	52	2	5	0	0	0
InventoryLabel_	InventoryLabelID	56	56	4	10	0	0	0
InventoryLabel_	LabelColour	231	231	50	0	0	1	1
InventoryLabel_	EANCode	167	167	20	0	0	1	1
InventoryLabel_	CusNum	56	56	4	10	0	1	0
InventoryLabel_	PackingCode	231	231	100	0	0	1	1
InventoryLabel_	CustomerPartNo	231	231	508	0	0	1	1
InventoryLabel_	CustomerPartDescription	231	231	508	0	0	1	1
InventoryLabel_	LabelText1	231	231	508	0	0	1	1
InventoryLabel_	LabelText2	231	231	508	0	0	1	1
InventoryLabel_	LabelText3	231	231	508	0	0	1	1
InventoryLabel_	Customer	231	231	508	0	0	1	1
InventoryLabel_	Address1	231	231	508	0	0	1	1
InventoryLabel_	Address2	231	231	508	0	0	1	1
InventoryLabel_	City	231	231	50	0	0	1	1
InventoryLabel_	County	231	231	50	0	0	1	1
InventoryLabel_	PostCode	231	231	50	0	0	1	1
InventoryLabel_	Country	231	231	50	0	0	1	1
InventoryLabel_custom	InventoryLabelID	56	56	4	10	0	0	0
InventoryLabel_custom	InventoryPackID	56	56	4	10	0	1	0
InventoryPack	InventoryPackID	56	56	4	10	0	0	0
InventoryPack	InventoryPackNo	231	231	508	0	0	0	1
InventoryPack	WOID	56	56	4	10	0	0	0
InventoryPack	JobID	56	56	4	10	0	1	0
InventoryPack	CreatedFromDT	61	61	8	23	3	0	0
InventoryPack	CreatedToDT	61	61	8	23	3	0	0
InventoryPack	CreatedOnMachineStageID	52	52	2	5	0	1	0
InventoryPack	IsEdited	48	48	1	3	0	0	0
InventoryPack	RevisionNo	48	48	1	3	0	0	0
InventoryPack	PartID	56	56	4	10	0	0	0
InventoryPack	Quantity	62	62	8	53	0	0	0
InventoryPack	UnitID	52	52	2	5	0	0	0
InventoryPack	Ignored	48	48	1	3	0	0	0
InventoryPack	InventoryPackIndex	56	56	4	10	0	1	0
InventoryPack	CustomerUniqueKey	231	231	508	0	0	0	1
InventoryPack	ReceivedDT	61	61	8	23	3	1	0
InventoryPack	BirthDT	61	61	8	23	3	1	0
InventoryPack	LastBuildRecordID	56	56	4	10	0	1	0
InventoryPack	msrepl_tran_version	36	36	16	0	0	0	0
InventoryPack	CurrentQuantity	62	62	8	53	0	1	0
InventoryPack	QuantityAdjustment	62	62	8	53	0	1	0
InventoryPack	PositionNumber	48	48	1	3	0	0	0
InventoryPack	LocationID	56	56	4	10	0	0	0
InventoryPack	InvStateID	56	56	4	10	0	0	0
InventoryPack	LocationFromDT	61	61	8	23	3	1	0
InventoryPack_	InventoryPackID	56	56	4	10	0	0	0
InventoryPack_	Comments	231	231	508	0	0	1	1
InventoryPack_	LoginID	52	52	2	5	0	0	0
InventoryPack_	OpenedDT	61	61	8	23	3	0	0
InventoryPack_	SavedDT	61	61	8	23	3	0	0
InventoryPack_	OriginalLoginID	52	52	2	5	0	0	0
InventoryPack_	EditedInventoryPackID	56	56	4	10	0	1	0
InventoryPack_	Reference1	231	231	508	0	0	1	1
InventoryPack_	Reference2	231	231	508	0	0	1	1
InventoryPack_	Reference3	231	231	508	0	0	1	1
InventoryPack_	Reference4	231	231	508	0	0	1	1
InventoryPack_	Reference5	231	231	508	0	0	1	1
InventoryPack_	Reference6	231	231	508	0	0	1	1
InventoryPack_	Reference7	231	231	508	0	0	1	1
InventoryPack_	Reference8	231	231	508	0	0	1	1
InventoryPack_	Reference9	231	231	508	0	0	1	1
InventoryPack_	Reference10	231	231	508	0	0	1	1
InventoryPack_	SupplierID	52	52	2	5	0	0	0
InventoryPack_	SupplierReference	231	231	508	0	0	1	1
InventoryPack_	UseByDT	61	61	8	23	3	0	0
InventoryPack_	UseAfterDT	61	61	8	23	3	0	0
InventoryPack_Custom	InventoryPackId	56	56	4	10	0	0	0
InventoryPack_Custom	Txn_date	61	61	8	23	3	1	0
InventoryPack_Custom	OracleStatus	48	48	1	3	0	0	0
InventoryPack_Custom	IntendedWOID	56	56	4	10	0	1	0
InventoryPack_Custom	FinalWOID	56	56	4	10	0	1	0
InventoryPack_Custom	OriginalQty	62	62	8	53	0	1	0
InventoryPack_Custom	Seq_Id	56	56	4	10	0	1	0
InventoryPack_Custom	From_Subinventory	239	239	20	0	0	1	1
InventoryPack_Custom	From_Locator	239	239	80	0	0	1	1
InventoryPack_Custom	To_Subinventory	239	239	20	0	0	1	1
InventoryPack_Custom	To_Locator	239	239	80	0	0	1	1
InventoryPack_Custom	ScrappedShiftID	56	56	4	10	0	1	0
InventoryPack_Custom	LastInventoryLabelID	56	56	4	10	0	1	0
InventoryPack_Custom	ScrapLocationID	56	56	4	10	0	1	0
InventoryPack_Custom	MachineLocationID	56	56	4	10	0	1	0
InventoryPack_Custom	ScrapReasonID	52	52	2	5	0	1	0
InventoryPack_Custom	ModuleInfoID	56	56	4	10	0	0	0
InventoryPack_Custom	ResealedDT	61	61	8	23	3	1	0
InventoryPack_Custom	CrateID	127	127	8	19	0	1	0
InventoryUsage	InventoryUsageID	56	56	4	10	0	0	0
InventoryUsage	JobID	56	56	4	10	0	0	0
InventoryUsage	MachineStageID	52	52	2	5	0	0	0
InventoryUsage	InventoryPackID	56	56	4	10	0	0	0
InventoryUsage	FromDT	61	61	8	23	3	0	0
InventoryUsage	ToDT	61	61	8	23	3	0	0
InventoryUsage	IsEdited	48	48	1	3	0	0	0
InventoryUsage	RevisionNo	48	48	1	3	0	0	0
InventoryUsage	IsReintroduced	48	48	1	3	0	0	0
InventoryUsage	Quantity	62	62	8	53	0	1	0
InventoryUsage_	InventoryUsageID	56	56	4	10	0	0	0
InventoryUsage_	StartUsingComments	231	231	508	0	0	1	1
InventoryUsage_	StopUsingComments	231	231	508	0	0	1	1
InventoryUsage_	StartLoginID	52	52	2	5	0	0	0
InventoryUsage_	StopLoginID	52	52	2	5	0	0	0
InventoryUsage_	OpenedStartDT	61	61	8	23	3	0	0
InventoryUsage_	OpenedEndDT	61	61	8	23	3	0	0
