table_name	column_name	system_type_id	user_type_id	max_length	precision	scale	is_nullable	is_ansi_padded
InventoryUsage_	SavedStartDT	61	61	8	23	3	0	0
InventoryUsage_	SavedEndDT	61	61	8	23	3	0	0
InventoryUsage_	OriginalLoginID	52	52	2	5	0	0	0
InventoryUsage_	EditedInventoryUsageID	56	56	4	10	0	1	0
InventoryUsage_	Reference1	231	231	508	0	0	1	1
InventoryUsage_	Reference2	231	231	508	0	0	1	1
InventoryUsage_	Reference3	231	231	508	0	0	1	1
InventoryUsage_	Reference4	231	231	508	0	0	1	1
InventoryUsage_	Reference5	231	231	508	0	0	1	1
InvIsolatedReason	InvIsolatedReasonID	52	52	2	5	0	0	0
InvIsolatedReason	PartTypeID	52	52	2	5	0	0	0
InvIsolatedReason	IsolatedReason	231	231	508	0	0	0	1
InvIsolatedReason	InvStateID	52	52	2	5	0	0	0
InvState	InvStateID	52	52	2	5	0	0	0
InvState	InvState	231	231	508	0	0	0	1
InvState	Description	231	231	508	0	0	1	1
InvState	RfInvStateID	52	52	2	5	0	0	0
InvState	InvStateCode	231	231	508	0	0	1	1
InvState	IsAddToProduction	48	48	1	3	0	0	0
InvState	IsAddToHFI	48	48	1	3	0	0	0
InvState	IsDefault	48	48	1	3	0	0	0
Job	JobID	56	56	4	10	0	0	0
Job	WOID	56	56	4	10	0	0	0
Job	RfJobStatusID	48	48	1	3	0	0	0
Job	DeadlineDT	61	61	8	23	3	0	0
Job	ActualStartDT	61	61	8	23	3	0	0
Job	ActualEndDT	61	61	8	23	3	0	0
Job	PlannedStartDT	61	61	8	23	3	0	0
Job	PlannedEndDT	61	61	8	23	3	0	0
Job	PlannedDuration	62	62	8	53	0	0	0
Job	EstimatedStartDT	61	61	8	23	3	0	0
Job	EstimatedEndDT	61	61	8	23	3	0	0
Job	EstimatedDuration	62	62	8	53	0	0	0
Job	ScheduledSequence	52	52	2	5	0	0	0
Job	LineID	52	52	2	5	0	0	0
Job	ProductionStartDT	61	61	8	23	3	0	0
Job	ProductionEndDT	61	61	8	23	3	0	0
Job	TheoreticalCycleTime	62	62	8	53	0	1	0
Job	BudgetChangeOver	56	56	4	10	0	0	0
Job	QuantityOrdered	62	62	8	53	0	0	0
Job	IsCalculated	48	48	1	3	0	0	0
Job	LineGroupID	52	52	2	5	0	0	0
Job_	JobID	56	56	4	10	0	0	0
Job_	JobInstructions	231	231	2048	0	0	1	1
Job_	ReleaseDT	61	61	8	23	3	0	0
Job_	ReleaseLoginID	52	52	2	5	0	0	0
Job_	StartLoginID	52	52	2	5	0	0	0
Job_	EndLoginID	52	52	2	5	0	0	0
Job_	Comments	231	231	2000	0	0	1	1
Job_	ModifiedDt	61	61	8	23	3	0	0
Job_	ModifiedLoginID	52	52	2	5	0	0	0
Job_	StoppedReason	231	231	508	0	0	1	1
Job_	SkippedReason	231	231	508	0	0	1	1
Job_	SkippedDT	61	61	8	23	3	0	0
Job_Custom	JobID	56	56	4	10	0	0	0
Line	LineID	52	52	2	5	0	0	0
Line	Line	231	231	508	0	0	0	1
Line	Description	231	231	508	0	0	1	1
Line	LineTypeID	52	52	2	5	0	0	0
Line	IsRetired	48	48	1	3	0	0	0
Line	RfIntervalModeID	48	48	1	3	0	0	0
Line	IsOEEInventoryIsolation	48	48	1	3	0	0	0
Line	IsOEEInventoryReintroduction	48	48	1	3	0	0	0
Line	IsCountOutputInventory	48	48	1	3	0	0	0
Line	IsCountInputInventory	48	48	1	3	0	0	0
Line	IsLineInfoSweepEnabled	48	48	1	3	0	0	0
Line	IsWOOnSingleJob	48	48	1	3	0	0	0
Line	LineShortName	231	231	100	0	0	1	1
Line	CurrentLineInfoID	56	56	4	10	0	1	0
Line	LastLineInfoID	56	56	4	10	0	1	0
Line	RfInvCreatedDateModeID	48	48	1	3	0	0	0
Line	RfEndJobInvModeID	48	48	1	3	0	0	0
Line	CurrentJobID	56	56	4	10	0	1	0
Line	IsScrapAsQualityLoss	48	48	1	3	0	0	0
Line	IsScrapInProductionCounts	48	48	1	3	0	0	0
Line	LineDownCostPerHour	62	62	8	53	0	0	0
Line	IsContributeLineGroupOutput	48	48	1	3	0	0	0
Line	IsContributeLineGroupWaste	48	48	1	3	0	0	0
Line	IsContributeLineGroupDowntime	48	48	1	3	0	0	0
Line_	LineID	52	52	2	5	0	0	0
Line_	OEETarget	62	62	8	53	0	1	0
Line_	WasteTarget	62	62	8	53	0	1	0
Line_	Reference1	231	231	508	0	0	1	1
Line_	Reference2	231	231	508	0	0	1	1
Line_	Reference3	231	231	508	0	0	1	1
Line_	Reference4	231	231	508	0	0	1	1
Line_	Reference5	231	231	508	0	0	1	1
Line_Custom	LineID	52	52	2	5	0	0	0
LineCell	LineCellID	52	52	2	5	0	0	0
LineCell	LineID	52	52	2	5	0	0	0
LineCell	IsPartNumber	48	48	1	3	0	0	0
LineCell	IsWONumber	48	48	1	3	0	0	0
LineCell	IsCustomer	48	48	1	3	0	0	0
LineCell	IsDescription	48	48	1	3	0	0	0
LineCell	IsHeader	48	48	1	3	0	0	0
LineCell	IsRows	48	48	1	3	0	0	0
LineCell	ConfigLayout	167	167	50	0	0	0	1
LineCell	IsClickable	48	48	1	3	0	0	0
LineCell	IsStopJob	48	48	1	3	0	0	0
LineCell	IsStartJob	48	48	1	3	0	0	0
LineCell	IsEditable	48	48	1	3	0	0	0
LineCell	IsStartNextJob	48	48	1	3	0	0	0
LineCell	IsWORef1	48	48	1	3	0	0	0
LineCell	IsWORef2	48	48	1	3	0	0	0
LineCell	IsWORef3	48	48	1	3	0	0	0
LineCell	IsWorkInstruction	48	48	1	3	0	0	0
LineGroup	LineGroupID	52	52	2	5	0	0	0
LineGroup	LineGroup	231	231	100	0	0	0	1
LineGroup	LineGroupCode	231	231	100	0	0	1	1
LineGroup	Description	231	231	508	0	0	1	1
LineGroup	OEETarget	62	62	8	53	0	1	0
LineGroup	WasteTarget	62	62	8	53	0	1	0
LineGroup	Reference1	231	231	508	0	0	1	1
LineGroup	Reference2	231	231	508	0	0	1	1
LineGroup	Reference3	231	231	508	0	0	1	1
LineGroup	Reference4	231	231	508	0	0	1	1
LineGroup	Reference5	231	231	508	0	0	1	1
LineInfo	LineInfoID	56	56	4	10	0	0	0
LineInfo	RfLineInfoEventID	48	48	1	3	0	0	0
LineInfo	LineID	52	52	2	5	0	0	0
LineInfo	ShiftID	56	56	4	10	0	1	0
LineInfo	WOID	56	56	4	10	0	1	0
LineInfo	FromDT	61	61	8	23	3	1	0
LineInfo	ToDT	61	61	8	23	3	1	0
LineInfo	rfDayHourPeriodID	56	56	4	10	0	0	0
LineInfo	TotalTime	56	56	4	10	0	1	0
LineInfo	ExcludedTime	56	56	4	10	0	1	0
LineInfo	ScheduledTime	56	56	4	10	0	1	0
LineInfo	STOperations	56	56	4	10	0	1	0
LineInfo	STInduced	56	56	4	10	0	1	0
LineInfo	DTTechnical	56	56	4	10	0	1	0
LineInfo	DTOperations	56	56	4	10	0	1	0
LineInfo	DTQuality	56	56	4	10	0	1	0
LineInfo	DownTime	56	56	4	10	0	1	0
LineInfo	StopTime	56	56	4	10	0	1	0
LineInfo	RunTime	56	56	4	10	0	1	0
LineInfo	NotRunTime	56	56	4	10	0	1	0
LineInfo	TheoreticalCycleTime	62	62	8	53	0	1	0
LineInfo	QuantityScrap	62	62	8	53	0	1	0
LineInfo	QuantityGood	62	62	8	53	0	1	0
LineInfo	ModifiedDT	61	61	8	23	3	0	0
LineInfo	LoginID	52	52	2	5	0	0	0
LineInfo	QuantityIn	62	62	8	53	0	1	0
LineInfo	TotalInventoryProduced	62	62	8	53	0	1	0
LineInfo	TotalInventoryReintroduced	62	62	8	53	0	1	0
LineInfo	NetQuantityProduced	62	62	8	53	0	1	0
LineInfo	QuantityInLineSpoilage	62	62	8	53	0	1	0
LineInfo	TotalSpoilage	62	62	8	53	0	1	0
LineInfo	AccountedSpoilage	62	62	8	53	0	1	0
LineInfo	TotalInventoryIsolated	62	62	8	53	0	1	0
LineInfo	ProductionStopJobID	56	56	4	10	0	1	0
LineInfo	TotalUnitsProduced	62	62	8	53	0	1	0
LineInfo	BottleNeckMachineStageID	52	52	2	5	0	1	0
LineInfo	InventoryIn	56	56	4	10	0	1	0
LineInfo	InterProdStopTime	56	56	4	10	0	1	0
LineInfo	InProdStopTime	56	56	4	10	0	1	0
LineInfo	QuantityUnitsIn	62	62	8	53	0	1	0
LineInfo	QuantityInventoryIn	62	62	8	53	0	1	0
LineInfo	TotalQuantityProduced	62	62	8	53	0	1	0
LineInfo	TotalPacksProduced	56	56	4	10	0	1	0
LineInfo	TotalPacksIsolated	56	56	4	10	0	1	0
LineInfo	TotalPacksReintroduced	56	56	4	10	0	1	0
LineInfo	TotalPacksMade	56	56	4	10	0	1	0
LineInfo	ValidState	48	48	1	3	0	0	0
LineInfo	LineGroupID	52	52	2	5	0	1	0
LineInfo	LineGroupShiftID	56	56	4	10	0	1	0
LineInfo	LineGroupBottleneckID	52	52	2	5	0	1	0
LineInfo_custom	LineInfoID	56	56	4	10	0	0	0
LineInfo_custom	CellsProduced	106	106	5	8	0	0	0
LineInfoRecalc	LineInfoID	56	56	4	10	0	0	0
LineInfoRecalc	ModifiedDT	61	61	8	23	3	0	0
LineInfoRecalc	IsOEEInventoryIsolation	48	48	1	3	0	1	0
LineInfoRecalc	IsOEEInventoryReintroduction	48	48	1	3	0	1	0
LineInfoRecalc	IsOEESpoilage	48	48	1	3	0	1	0
LineInfoRecalc	IsOEEDowntime	48	48	1	3	0	1	0
LineInfoRecalc	IsOEEInventoryProduction	48	48	1	3	0	1	0
LineInfoRecalc	NoBottlenecks	48	48	1	3	0	1	0
LineInfoRecalc	BottleneckMachineStageID	52	52	2	5	0	1	0
LineInfoRecalc	IsCountOutputInventory	48	48	1	3	0	1	0
LineInfoRecalc	IsCountInputInventory	48	48	1	3	0	1	0
LineInfoRecalc	IsOEEProductionUnits	48	48	1	3	0	1	0
LineInfoRecalc	LoginID	52	52	2	5	0	0	0
LineInfoRecalc	SessionID	56	56	4	10	0	1	0
LineInfoRecalc	PlantID	52	52	2	5	0	0	0
LineSection	LineSectionID	52	52	2	5	0	0	0
LineSection	LineSection	231	231	508	0	0	0	1
LineSection	Description	231	231	508	0	0	1	1
LineSection	IsRetired	48	48	1	3	0	0	0
LineType	LineTypeID	52	52	2	5	0	0	0
LineType	LineType	231	231	508	0	0	0	1
LineType	Description	231	231	508	0	0	1	1
LineType	IsRetired	48	48	1	3	0	0	0
LineType	LineInfoPrecedence	48	48	1	3	0	0	0
LineType	BudgetChangeOver	56	56	4	10	0	0	0
LineType	BudgetEfficiency	62	62	8	53	0	0	0
LkACAChain	AcquisitionChainID	52	52	2	5	0	0	0
LkACAChain	AcquisitionContextID	56	56	4	10	0	0	0
LkACAChain	Sequence	48	48	1	3	0	0	0
LkACAChain	LkACAChainID	56	56	4	10	0	0	0
LkAGAV	AcquisitionGroupID	52	52	2	5	0	0	0
LkAGAV	AcquisitionVariantID	52	52	2	5	0	0	0
LkAGAV	Sequence	52	52	2	5	0	0	0
LkAGAV	LkAGAVID	56	56	4	10	0	0	0
LkATATG	AttributeTypeGroupID	52	52	2	5	0	0	0
LkATATG	AttributeTypeID	52	52	2	5	0	0	0
LkATATG	LkATATGID	56	56	4	10	0	0	0
LkCDefInCView	SPCChartDefID	56	56	4	10	0	0	0
LkCDefInCView	SPCChartSetViewID	56	56	4	10	0	0	0
LkCDefInCView	Sequence	52	52	2	5	0	0	0
LkCDefInCView	LkCDefInCViewID	56	56	4	10	0	0	0
LkConcernAction	LKConcernActionID	56	56	4	10	0	0	0
LkConcernAction	ConcernID	56	56	4	10	0	0	0
LkConcernAction	ActionID	56	56	4	10	0	0	0
LkConcernDocument	ConcernID	56	56	4	10	0	0	0
LkConcernDocument	DocumentID	56	56	4	10	0	0	0
LkConcernDocument	LKConcernDocumentID	56	56	4	10	0	0	0
LKConcernInventoryPack	LKConcernInventoryPackID	56	56	4	10	0	0	0
LKConcernInventoryPack	ConcernID	56	56	4	10	0	0	0
LKConcernInventoryPack	InventoryPackID	56	56	4	10	0	0	0
LkConcernRootCause	LkConcernRootCauseID	56	56	4	10	0	0	0
LkConcernRootCause	RootCauseID	56	56	4	10	0	0	0
LkConcernRootCause	ConcernID	56	56	4	10	0	0	0
LKCSetCDef	SPCChartSetID	52	52	2	5	0	0	0
LKCSetCDef	SPCChartDefID	56	56	4	10	0	0	0
LKCSetCDef	Sequence	52	52	2	5	0	0	0
LKCSetCDef	LkCSetCDefID	56	56	4	10	0	0	0
LkCutBySPCRule	SPCRuleID	52	52	2	5	0	0	0
LkCutBySPCRule	RfCutByID	52	52	2	5	0	0	0
LkCutBySPCRule	LkCutBySPCRuleID	56	56	4	10	0	0	0
LkDocumentAsset	LkDocumentAssetID	56	56	4	10	0	0	0
LkDocumentAsset	DocumentID	56	56	4	10	0	0	0
LkDocumentAsset	AssetID	56	56	4	10	0	0	0
LkDocumentInvPack	LkDocumentInvPackID	56	56	4	10	0	0	0
LkDocumentInvPack	DocumentID	56	56	4	10	0	0	0
LkDocumentInvPack	InventoryPackID	56	56	4	10	0	0	0
LkDocumentMaintProc	LkDocumentMaintProcID	56	56	4	10	0	0	0
LkDocumentMaintProc	DocumentID	56	56	4	10	0	0	0
LkDocumentMaintProc	MaintenanceProcedureID	56	56	4	10	0	0	0
LkDocumentWIProc	LkDocumentWIProcID	56	56	4	10	0	0	0
LkDocumentWIProc	WorkInstructionProcedureID	52	52	2	5	0	0	0
LkDocumentWIProc	DocumentID	56	56	4	10	0	0	0
LkDocumentWIStep	LkDocumentWIStepID	56	56	4	10	0	0	0
LkDocumentWIStep	WorkInstructionStepID	56	56	4	10	0	0	0
LkDocumentWIStep	DocumentID	56	56	4	10	0	0	0
LkFaultMaintWork	MaintenanceWorkID	56	56	4	10	0	0	0
LkFaultMaintWork	FaultID	56	56	4	10	0	0	0
LkInvPackInvPack	LkInvPackInvPackID	56	56	4	10	0	0	0
LkInvPackInvPack	InventoryPackFromID	56	56	4	10	0	0	0
LkInvPackInvPack	InventoryPackToID	56	56	4	10	0	0	0
LkInvPackInvPack	RfInventoryLinkTypeID	52	52	2	5	0	0	0
LkInvPackInvPack	LoginID	52	52	2	5	0	0	0
LkInvPackInvPack	ModifiedDT	61	61	8	23	3	0	0
LkLineLineGroup	LkLineLineGroupID	56	56	4	10	0	0	0
LkLineLineGroup	LineGroupID	52	52	2	5	0	0	0
LkLineLineGroup	LineID	52	52	2	5	0	0	0
LkLLS	LineID	52	52	2	5	0	0	0
LkLLS	LineSectionID	52	52	2	5	0	0	0
LkLLS	LkLLSID	56	56	4	10	0	0	0
LkLocationMachineStage	LkLocationMachineStageId	56	56	4	10	0	0	0
LkLocationMachineStage	MachineStageId	52	52	2	5	0	0	0
LkLocationMachineStage	LocationId	56	56	4	10	0	0	0
LkLocationMachineStage	IsLocationIn	48	48	1	3	0	0	0
LkLocationMachineStage	IsLocationOut	48	48	1	3	0	0	0
LkMachineStagePrinter	LkMachineStagePrinterID	52	52	2	5	0	0	0
LkMachineStagePrinter	MachineStageID	52	52	2	5	0	0	0
LkMachineStagePrinter	PrinterID	48	48	1	3	0	0	0
LkMaintProcPersonnel	LkMaintProcPersonnelID	56	56	4	10	0	0	0
LkMaintProcPersonnel	MaintenanceProcedureID	56	56	4	10	0	0	0
LkMaintProcPersonnel	PersonnelID	56	56	4	10	0	0	0
LkMGMS	MachineStageID	52	52	2	5	0	0	0
LkMGMS	MachineGroupID	52	52	2	5	0	0	0
LkMGMS	LkMGMSID	56	56	4	10	0	0	0
LkMPGMP	LkMPGMPID	56	56	4	10	0	0	0
LkMPGMP	MaintenanceProcedureGroupID	56	56	4	10	0	0	0
LkMPGMP	MaintenanceProcedureID	56	56	4	10	0	0	0
LkMSRGMSR	MachineStopReasonGroupID	52	52	2	5	0	0	0
LkMSRGMSR	MachineStopReasonID	52	52	2	5	0	0	0
LkMSRGMSR	LkMSRGMSRID	56	56	4	10	0	0	0
LkOpTMST	OperationTypeID	52	52	2	5	0	0	0
LkOpTMST	MachineStageTypeID	52	52	2	5	0	0	0
LkOpTMST	LkOpTMSTID	56	56	4	10	0	0	0
LkOpTMST	PassName	231	231	100	0	0	0	1
LkOpTPartTConsumed	PartTypeID	52	52	2	5	0	0	0
LkOpTPartTConsumed	OperationTypeID	52	52	2	5	0	0	0
LkOpTPartTConsumed	IsInventoryCarriedOver	48	48	1	3	0	0	0
LkOpTPartTConsumed	LkOpTPartTConsumedID	56	56	4	10	0	0	0
LkPartAlternatePart	LkPartAlternatePartID	56	56	4	10	0	0	0
LkPartAlternatePart	AlternatePartID	56	56	4	10	0	0	0
LkPartAlternatePart	PartID	56	56	4	10	0	0	0
LkPartAlternatePart	PartToAlternatePartRatio	62	62	8	53	0	0	0
LkPartDocument	LkPartDocumentID	56	56	4	10	0	0	0
LkPartDocument	PartID	56	56	4	10	0	0	0
LkPartDocument	DocumentID	56	56	4	10	0	0	0
LkPartLineSection	PartID	56	56	4	10	0	0	0
LkPartLineSection	LineSectionID	52	52	2	5	0	0	0
LkPartLineSection	LkPartLineSectionID	56	56	4	10	0	0	0
LkPartLineSection	TheoreticalCycleTime	62	62	8	53	0	0	0
LkPartSupplier	LkPartSupplierID	56	56	4	10	0	0	0
LkPartSupplier	PartID	56	56	4	10	0	0	0
LkPartSupplier	SupplierID	52	52	2	5	0	0	0
LKPartUnit	PartID	56	56	4	10	0	0	0
LKPartUnit	UnitID	52	52	2	5	0	0	0
LKPartUnit	LkPartUnitID	56	56	4	10	0	0	0
LkRootCauseAction	LkRootCauseActionID	56	56	4	10	0	0	0
LkRootCauseAction	RootCauseID	56	56	4	10	0	0	0
LkRootCauseAction	ActionID	56	56	4	10	0	0	0
LKShiftMachineStage	LkShiftMachineStageID	56	56	4	10	0	0	0
LKShiftMachineStage	MachineStageID	52	52	2	5	0	0	0
LKShiftMachineStage	ShiftID	56	56	4	10	0	0	0
LkSPCCSVR	SPCCalcStyleID	52	52	2	5	0	0	0
LkSPCCSVR	RfViolationRuleID	52	52	2	5	0	0	0
LkSPCCSVR	RfChartComponentID	48	48	1	3	0	0	0
LkSPCCSVR	LkSPCCSVRID	56	56	4	10	0	0	0
LkSPCCSVR	RuleRange	52	52	2	5	0	1	0
LkSPCCSVR	RuleGroup	52	52	2	5	0	1	0
LKSPCStatsStyleRfSPCStat_CUS	RfSPCStatID	52	52	2	5	0	0	0
LKSPCStatsStyleRfSPCStat_CUS	SPCStatsStyleID	52	52	2	5	0	0	0
LKSPCStatsStyleRfSPCStat_CUS	LkSPCStatsStyleRfSPCStatID	56	56	4	10	0	0	0
LkSRGSR	LkSRGSRID	52	52	2	5	0	0	0
LkSRGSR	ScrapReasonGroupID	52	52	2	5	0	0	0
LkSRGSR	ScrapReasonID	52	52	2	5	0	0	0
LkToolTypeOpType	ToolTypeID	52	52	2	5	0	0	0
LkToolTypeOpType	OperationTypeID	52	52	2	5	0	0	0
LkToolTypeOpType	MaxNoTools	52	52	2	5	0	0	0
LkToolTypeOpType	LkToolTypeOpTypeID	56	56	4	10	0	0	0
LkTSTC	ToolStateID	56	56	4	10	0	0	0
LkTSTC	ToolCavityID	56	56	4	10	0	0	0
LkTSTC	RfToolCavityStatusID	48	48	1	3	0	0	0
LkTSTC	ToolCavityStateReasonID	52	52	2	5	0	0	0
LkTSTC	IsCavityChangeState	48	48	1	3	0	0	0
LkTSTC	LkTSTCID	56	56	4	10	0	0	0
LkTTG	ToolGroupID	52	52	2	5	0	0	0
LkTTG	ToolID	56	56	4	10	0	0	0
LkTTG	LkTTGID	56	56	4	10	0	0	0
LkUCTGUCT	LkUCTGUCTID	52	52	2	5	0	0	0
LkUCTGUCT	UnitCountTypeGroupID	52	52	2	5	0	0	0
LkUCTGUCT	UnitCountTypeID	52	52	2	5	0	0	0
LkVCOCVRule	VarChartOCID	56	56	4	10	0	0	0
LkVCOCVRule	RfViolationRuleID	52	52	2	5	0	0	0
LkVCOCVRule	LkVCOCVRuleID	56	56	4	10	0	0	0
LkVTVTG	VariableTypeGroupID	52	52	2	5	0	0	0
LkVTVTG	VariableTypeID	56	56	4	10	0	0	0
LkVTVTG	LkVTVTGID	56	56	4	10	0	0	0
LkWIRBuildRecord	LkWIRBuildRecordID	56	56	4	10	0	0	0
LkWIRBuildRecord	WorkInstructionResultID	56	56	4	10	0	0	0
LkWIRBuildRecord	BuildRecordID	56	56	4	10	0	0	0
LkWIRMSetReq	LkWIRMSetReqID	56	56	4	10	0	0	0
LkWIRMSetReq	WorkInstructionResultID	56	56	4	10	0	0	0
LkWIRMSetReq	MeasurementSetRequiredID	56	56	4	10	0	0	0
Location	LocationID	56	56	4	10	0	0	0
Location	Location	231	231	508	0	0	0	1
Location	LocationTypeID	52	52	2	5	0	0	0
Location	IsRetired	48	48	1	3	0	0	0
Location	MaxQuantity	62	62	8	53	0	0	0
Location	LocationCode	231	231	100	0	0	1	1
Location	Description	231	231	508	0	0	1	1
LocationType	LocationTypeID	52	52	2	5	0	0	0
LocationType	LocationType	231	231	100	0	0	0	1
LocationType	LocationTypeCode	231	231	100	0	0	1	1
LocationType	Description	231	231	508	0	0	1	1
MachineGroup	MachineGroupID	52	52	2	5	0	0	0
MachineGroup	MachineGroup	231	231	508	0	0	0	1
MachineGroup	Description	231	231	508	0	0	1	1
MachineGroup	IsRetired	48	48	1	3	0	0	0
MachineGroup	RfMachineGroupTypeID	48	48	1	3	0	0	0
MachineStage	MachineStageID	52	52	2	5	0	0	0
MachineStage	MachineStageTypeID	52	52	2	5	0	0	0
MachineStage	Name	231	231	508	0	0	0	1
MachineStage	IsRetired	48	48	1	3	0	0	0
MachineStage	DepartmentID	52	52	2	5	0	0	0
MachineStage	Description	231	231	508	0	0	1	1
MachineStage	CurrentShiftPatternID	52	52	2	5	0	0	0
MachineStage	NoHeads	52	52	2	5	0	0	0
MachineStage	IsOEEBottleNeck	48	48	1	3	0	0	0
MachineStage	IsProductionOutput	48	48	1	3	0	0	0
MachineStage	MachineStopID	56	56	4	10	0	1	0
MachineStage	StoppedScreenThreshold	52	52	2	5	0	0	0
MachineStage	LineSectionID	52	52	2	5	0	0	0
MachineStage	IsDiscrete	48	48	1	3	0	0	0
MachineStage	RfDowntimeCollectionModeID	48	48	1	3	0	0	0
MachineStage	RfSpoilageCollectionModeID	48	48	1	3	0	0	0
MachineStage	RfProductionCollectionModeID	48	48	1	3	0	0	0
MachineStage	LastBuildRecordID	56	56	4	10	0	1	0
MachineStage	CurrentJobID	56	56	4	10	0	1	0
MachineStage_Custom	MachineStageID	52	52	2	5	0	0	0
MachineStage_Custom	ModuleDatabase	231	231	100	0	0	1	1
MachineStage_Custom	IntendedWOID	56	56	4	10	0	1	0
MachineStage_Custom	MachineStageCode	231	231	100	0	0	1	1
MachineStage_Custom	CurrentLaminateSize	56	56	4	10	0	1	0
MachineStage_Custom	Color	231	231	100	0	0	1	1
MachineStage_Custom	ModifiedDT	61	61	8	23	3	1	0
MachineStage_Custom	CleanState	56	56	4	10	0	1	0
MachineStage_Custom	CleaningCycleNo	56	56	4	10	0	1	0
MachineStage_Custom	CleaningLaminatePartID	56	56	4	10	0	1	0
MachineStage_Custom	CleaningLaminateSize	56	56	4	10	0	1	0
MachineStageCell	MachineStageCellID	52	52	2	5	0	0	0
MachineStageCell	MachineStageID	52	52	2	5	0	0	0
MachineStageCell	IsCreator	48	48	1	3	0	0	0
MachineStageCell	IsConsumer	48	48	1	3	0	0	0
MachineStageCell	IsLabeller	48	48	1	3	0	0	0
MachineStageCell	IsAutoBatchNo	48	48	1	3	0	0	0
MachineStageCell	IsPackConsumer	48	48	1	3	0	0	0
MachineStageCell	IsResortConsumer	48	48	1	3	0	0	0
MachineStageCell	IsNonJob	48	48	1	3	0	0	0
MachineStageCell	IsToolShowCavities	48	48	1	3	0	0	0
MachineStageCell	IsInvPackPackNo	48	48	1	3	0	0	0
MachineStageCell	IsInvPackPartNo	48	48	1	3	0	0	0
MachineStageCell	IsInvPackPartDesc	48	48	1	3	0	0	0
MachineStageCell	IsInvPackPartType	48	48	1	3	0	0	0
MachineStageCell	IsInvPackQty	48	48	1	3	0	0	0
MachineStageCell	IsInvPackHeader	48	48	1	3	0	0	0
MachineStageCell	IsInvPackRows	48	48	1	3	0	0	0
MachineStageCell	IsInvPackState	48	48	1	3	0	0	0
MachineStageCell	IsInvPackReason	48	48	1	3	0	0	0
MachineStageCell	IsAcqDblck	48	48	1	3	0	0	0
MachineStageCell	AcqGrid	231	231	508	0	0	1	1
MachineStageCell	CustomPage	231	231	508	0	0	1	1
MachineStageCell	IsClickable	48	48	1	3	0	0	0
MachineStageCell	IsDrillable	48	48	1	3	0	0	0
MachineStageEvent	MachineStageEventID	56	56	4	10	0	0	0
MachineStageEvent	LoginID	52	52	2	5	0	0	0
MachineStageEvent	DT	61	61	8	23	3	0	0
MachineStageEvent	MachineStageID	52	52	2	5	0	0	0
MachineStageEvent	MachineStageEventTypeID	52	52	2	5	0	0	0
MachineStageEvent	Comments	231	231	4000	0	0	1	1
MachineStageEventType	MachineStageEventTypeID	52	52	2	5	0	0	0
MachineStageEventType	MachineStageEventType	231	231	100	0	0	0	1
MachineStageEventType	Description	231	231	508	0	0	1	1
MachineStageEventType	MachineStageTypeID	52	52	2	5	0	0	0
MachineStageEventType	MachineStageEventTypeCode	231	231	100	0	0	1	1
MachineStageEventType	IsAlarm	48	48	1	3	0	0	0
MachineStageEventType	AlarmText	231	231	508	0	0	1	1
MachineStageInvPosition	MachineStageInvPositionId	52	52	2	5	0	0	0
MachineStageInvPosition	MachineStageId	52	52	2	5	0	0	0
MachineStageInvPosition	Position	231	231	100	0	0	0	1
MachineStageInvPosition	PositionNumber	48	48	1	3	0	0	0
MachineStageType	MachineStageTypeID	52	52	2	5	0	0	0
MachineStageType	Name	231	231	508	0	0	0	1
MachineStageType	Description	231	231	508	0	0	1	1
MachineStageType	MachineStageTypeCode	231	231	100	0	0	1	1
MachineStop	MachineStopID	56	56	4	10	0	0	0
MachineStop	MachineStopReasonID	52	52	2	5	0	0	0
MachineStop	FromDT	61	61	8	23	3	0	0
MachineStop	ToDT	61	61	8	23	3	0	0
MachineStop	MachineStageID	52	52	2	5	0	0	0
MachineStop	IsEdited	48	48	1	3	0	0	0
MachineStop	RevisionNo	48	48	1	3	0	0	0
MachineStop_	MachineStopID	56	56	4	10	0	0	0
MachineStop_	StopComments	231	231	2048	0	0	1	1
MachineStop_	StartComments	231	231	2048	0	0	1	1
MachineStop_	StartLoginID	52	52	2	5	0	0	0
MachineStop_	StopLoginID	52	52	2	5	0	0	0
MachineStop_	OpenedStopDT	61	61	8	23	3	0	0
MachineStop_	SavedStopDT	61	61	8	23	3	0	0
MachineStop_	OpenedStartDT	61	61	8	23	3	0	0
MachineStop_	SavedStartDT	61	61	8	23	3	0	0
MachineStop_	OriginalLoginID	52	52	2	5	0	0	0
MachineStop_	EditedMachineStopID	56	56	4	10	0	1	0
MachineStopCategory	MachineStopCategoryID	52	52	2	5	0	0	0
MachineStopCategory	MachineStopCategory	231	231	508	0	0	0	1
MachineStopCategory	Description	231	231	508	0	0	1	1
MachineStopCategory	MachineStageTypeID	52	52	2	5	0	0	0
MachineStopCategory	StopCategoryCode	231	231	100	0	0	1	1
MachineStopCategory	DisplayOrder	52	52	2	5	0	1	0
MachineStopReason	MachineStopReasonID	52	52	2	5	0	0	0
MachineStopReason	StopReason	231	231	508	0	0	0	1
MachineStopReason	Description	231	231	508	0	0	1	1
MachineStopReason	MachineStageTypeID	52	52	2	5	0	0	0
MachineStopReason	IsPlanned	48	48	1	3	0	0	0
MachineStopReason	StopCode	231	231	100	0	0	1	1
